what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.101.v201201031437,"org.eclipse.jst.ws.jaxws.dom.integration",1449225639066
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1449225639078
started,bundle,org.eclipse.jpt.jpa.eclipselink.ui,2.0.1.v201108080010,"org.eclipse.jpt.jpa.eclipselink.ui",1449225639125
started,bundle,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui",1449225649400
started,bundle,org.eclipse.wst.dtd.ui,1.0.600.v201103171359,"org.eclipse.wst.dtd.ui",1449225649733
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1449225649821
started,bundle,org.eclipse.wst.xsl.ui,1.1.200.v201103082057,"org.eclipse.wst.xsl.ui",1449225649862
opened,editor,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui.internal.editors.PersistenceEditor",1449225649931
activated,editor,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui.internal.editors.PersistenceEditor",1449225650029
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449225665792
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449228267231
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449228271982
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449228294445
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449228304600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449228306053
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1449228307933
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1449228317720
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449228320515
