what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.datatools.connectivity.ui.dse,1.1.4.v201107221459,"org.eclipse.datatools.connectivity.DataSourceExplorerNavigator",1449966582564
started,bundle,org.eclipse.datatools.enablement.ibm.db2.iseries,1.0.2.v201107221502,"org.eclipse.datatools.enablement.ibm.db2.iseries",1449966584087
started,bundle,org.eclipse.datatools.enablement.ibm.db2.luw,1.0.2.v201107221502,"org.eclipse.datatools.enablement.ibm.db2.luw",1449966584091
started,bundle,org.eclipse.datatools.enablement.ibm.db2.zseries,1.0.2.v201107221502,"org.eclipse.datatools.enablement.ibm.db2.zseries",1449966584093
started,bundle,org.eclipse.datatools.sqltools.editor.core,1.0.1.v201201131129,"org.eclipse.datatools.sqltools.editor.core",1449966584285
started,bundle,org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples,2.5.0.200810071,"org.eclipse.datatools.enablement.sybase.asa.schemaobjecteditor.examples",1449966584314
started,bundle,org.eclipse.datatools.sqltools.db.generic,1.0.0.v201107221520,"org.eclipse.datatools.sqltools.db.generic",1449966584321
started,bundle,org.eclipse.datatools.sqltools.db.derby,1.0.0.v201107221520,"org.eclipse.datatools.sqltools.db.derby",1449966584327
started,bundle,org.eclipse.datatools.enablement.sybase.asa.models,1.0.0.v201107221507,"org.eclipse.datatools.enablement.sybase.asa.models",1449966584337
started,bundle,org.eclipse.datatools.enablement.sybase.models,1.0.0.v201010140307,"org.eclipse.datatools.enablement.sybase.models",1449966584348
started,bundle,org.eclipse.datatools.enablement.sybase.ase.ui,1.0.1.v200906020900,"org.eclipse.datatools.enablement.sybase.ase.ui",1449966584665
started,bundle,org.eclipse.datatools.enablement.sybase.ase.models,1.0.1.v201010140307,"org.eclipse.datatools.enablement.sybase.ase.models",1449966584685
started,bundle,org.eclipse.datatools.enablement.sybase.asa.ui,1.0.1.v200906111204,"org.eclipse.datatools.enablement.sybase.asa.ui",1449966584692
started,bundle,org.eclipse.datatools.sqltools.ddlgen.ui,1.0.2.v201201131129,"org.eclipse.datatools.sqltools.ddlgen.ui",1449966585947
started,bundle,org.eclipse.datatools.modelbase.dbdefinition,1.0.2.v201107221519,"org.eclipse.datatools.modelbase.dbdefinition",1449966586162
started,bundle,org.eclipse.datatools.enablement.sybase.ui,1.0.0.v200906090452,"org.eclipse.datatools.enablement.sybase.ui",1449966586264
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1449966588684
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1449966593055
started,bundle,org.eclipse.jpt.jpa.eclipselink.ui,2.0.1.v201108080010,"org.eclipse.jpt.jpa.eclipselink.ui",1449966593066
started,bundle,org.eclipse.jpt.common.ui,1.0.1.v201201260000,"org.eclipse.jpt.common.ui",1449966593072
started,bundle,org.eclipse.datatools.enablement.sap.maxdb,1.0.0.v201107221507,"org.eclipse.datatools.enablement.sap.maxdb",1449966593270
started,bundle,org.eclipse.draw2d,3.7.2.v20111017-2020,"org.eclipse.draw2d",1449966593356
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449966593542
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.garbagecollector",1449966611568
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449966619090
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449966626029
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449966627604
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1449966627713
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449966631624
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449966633017
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1449966633140
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1449966635397
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449966639889
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449966641706
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449966642488
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449966655050
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1449966659490
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449966661874
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449966675006
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449966678990
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449966681554
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449966684290
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449966697476
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1449966701006
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449966717366
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1449966724498
