what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1450042885347
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1450042885621
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1450042885718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450042969521
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450042977121
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450043001439
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450043090942
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450043095616
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1450043184005
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450043184120
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450043190541
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450043192962
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1450043211092
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1450043229181
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450043241950
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450043242085
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1450043270928
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450043283330
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1450043283436
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1450043331094
